object_id,submodel,sim_av,TDE_INDEX,Rph0,Tvis,b,bhmass,eff,lphoto,starmass
   2502079,1,  0.1697, 565, 16.1785,  0.2420,  0.9775, 0.2729E+07,  0.0050,  1.7896,  1.3416
   2504744,1,  0.0485, 265,  2.6603,  0.1176,  0.9222, 0.1907E+06,  0.0485,  1.4181,  1.3359
   2565135,1,  0.2303, 732,  2.7931,  0.0701,  0.9667, 0.1830E+07,  0.0386,  1.7903,  1.1174
   2570402,1,  0.0445, 362,  4.0481,  0.1453,  1.0017, 0.3216E+06,  0.0220,  1.6182,  1.3611
   2571208,1,  0.0748, 380,  6.3028,  0.0055,  0.9365, 0.4444E+06,  0.0193,  1.5230,  1.0284
   2601691,1,  0.1275,  14,  5.5163,  0.0049,  0.9392, 0.3069E+06,  0.0218,  1.6175,  1.0609
   2626123,1,  0.1235, 357,  2.6989,  0.0618,  0.8993, 0.1061E+07,  0.0308,  1.6445,  1.3670
   2640348,1,  0.1707,  33,  3.6687,  0.0186,  0.9362, 0.8476E+06,  0.0306,  1.6410,  1.0288
   2642609,1,  0.1712, 188,  2.9919,  0.1115,  1.0509, 0.4791E+06,  0.0348,  1.6805,  1.0329
   2718493,1,  0.0754, 381,  6.4741,  0.0011,  1.0068, 0.6711E+07,  0.0100,  1.9571,  1.5314
   2722011,1,  0.3335, 646,  2.3520,  0.0999,  1.0478, 0.1129E+07,  0.0269,  1.7044,  1.7866
   2724989,1,  0.1604, 696,  6.6728,  0.3301,  0.9317, 0.2306E+06,  0.0153,  1.5694,  1.0964
   2729008,1,  0.1959, 562,  3.2981,  0.5547,  0.9728, 0.1292E+07,  0.0261,  1.6574,  1.0272
   2729920,1,  0.2971, 367, 14.8414,  0.0080,  0.9696, 0.1141E+07,  0.0074,  1.7110,  1.0240
   2733963,1,  0.5861, 261,  3.1301,  0.0203,  1.0513, 0.1594E+07,  0.0305,  1.6515,  1.0577
   2735666,1,  0.1361, 498,  6.7792,  0.0166,  0.9169, 0.7720E+06,  0.0199,  1.6134,  1.2868
   2736537,1,  0.6311, 573,  5.2661,  0.5518,  0.9826, 0.9055E+06,  0.0118,  1.5220,  1.0995
   2750584,1,  0.0985, 644,  2.7792,  0.1718,  0.9920, 0.2338E+06,  0.0365,  1.5434,  4.1077
   2751946,1,  0.3238, 261,  3.1301,  0.0203,  1.0513, 0.1594E+07,  0.0305,  1.6515,  1.0577
   2769284,1,  0.2735, 162, 10.1651,  0.0204,  1.0029, 0.2018E+07,  0.0064,  1.5847,  1.1317
   2770998,1,  0.0885, 403,  3.8758,  0.1298,  0.9591, 0.1569E+07,  0.0228,  1.5840,  1.0456
   2806126,1,  0.0401, 442,  7.5706,  0.0858,  0.9150, 0.7668E+06,  0.0114,  1.4692,  1.0822
   2812980,1,  0.2464, 572,  3.3727,  0.1161,  0.9262, 0.8137E+06,  0.0354,  1.4794,  1.0237
   2817281,1,  0.2955, 452,  8.1303,  0.2173,  1.0419, 0.2751E+07,  0.0063,  1.5133,  1.0140
   2828348,1,  0.5858, 309,  4.5834,  0.0146,  0.9289, 0.5661E+06,  0.0172,  1.5185,  1.1867
   2856772,1,  0.7295, 231,  3.6592,  0.0119,  0.9651, 0.1748E+07,  0.0202,  1.6078,  1.0328
   2870358,1,  0.0504, 424,  8.8271,  0.0314,  0.8886, 0.3991E+06,  0.0168,  1.5114,  1.1950
   2889600,1,  0.3493, 492,  5.7253,  0.1623,  0.9681, 0.4104E+07,  0.0124,  1.7030,  1.1020
   2890314,1,  1.1026, 314,  4.5718,  0.3224,  0.9540, 0.4286E+06,  0.0217,  1.5618,  1.4030
   2891739,1,  0.1268, 705,  3.1452,  0.6199,  1.0155, 0.7610E+06,  0.0321,  1.7219,  1.1183
   2897229,1,  0.5709, 667,  6.8558,  0.0017,  1.0496, 0.2575E+07,  0.0094,  1.7153,  5.6279
   2899304,1,  0.0139, 741,  3.4239,  0.0207,  0.9219, 0.2247E+07,  0.0187,  1.5599,  1.1884
   2904817,1,  0.0279, 121,  3.7626,  0.0446,  0.9259, 0.1211E+06,  0.0310,  1.5118,  1.0672
   2905382,1,  0.0077, 512,  7.1742,  0.0209,  0.9726, 0.2436E+07,  0.0082,  1.6101,  1.3280
   2908689,1,  0.5359, 428,  1.9707,  0.1026,  0.9859, 0.1460E+06,  0.0563,  1.6849,  7.3021
   2929718,1,  0.2313, 417,  6.2854,  0.1976,  0.9686, 0.3394E+07,  0.0126,  1.6661,  1.0776
   2934585,1,  0.0179, 693,  3.5674,  0.0156,  0.9627, 0.1053E+07,  0.0269,  1.6245,  1.5733
   2936237,1,  0.4080, 423,  3.5818,  0.0861,  0.9698, 0.1040E+07,  0.0307,  1.4722,  1.2303
   2938749,1,  0.5953, 473, 12.8036,  0.0088,  0.8927, 0.2362E+07,  0.0070,  1.6027,  1.3896
   2941428,1,  0.2509, 213,  7.4593,  0.1873,  0.9783, 0.2269E+07,  0.0094,  1.7257,  1.0847
   2953306,1,  0.0799,  29,  6.0251,  0.3296,  0.9718, 0.5840E+06,  0.0130,  1.5259,  1.0236
   2954540,1,  0.1022, 511,  5.6453,  0.0055,  0.9771, 0.1026E+08,  0.0106,  1.6429,  1.2048
   2963064,1,  0.1872,  44,  1.8885,  0.0188,  1.0283, 0.2051E+06,  0.1226,  1.6913,  1.8219
   2967243,1,  0.2554, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
   2971369,1,  0.0538, 568,  3.2695,  0.0080,  0.9960, 0.3892E+07,  0.0266,  1.8512,  1.0379
   2980028,1,  0.0445,  49,  2.9749,  0.0941,  0.9272, 0.1865E+07,  0.0273,  1.6379,  1.2823
   2992792,1,  0.0494, 439,  6.6175,  0.0634,  0.9898, 0.5081E+06,  0.0115,  1.5579,  1.5768
   2994606,1,  0.0632, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
   2995601,1,  0.1999, 333,  3.6774,  0.0992,  0.9731, 0.4908E+06,  0.0270,  1.7528,  1.4120
   2996074,1,  0.8082, 537,  5.2438,  0.0074,  0.9732, 0.1599E+07,  0.0113,  1.7151,  1.2912
   3003555,1,  0.1113, 226,  3.2423,  0.0674,  0.9550, 0.4407E+06,  0.0375,  1.7511,  1.2777
   3010785,1,  1.1581,  63,  8.8545,  0.0934,  0.9659, 0.5200E+06,  0.0110,  1.4916,  2.0953
   3021531,1,  0.0221,  47,  8.4442,  0.2995,  0.9666, 0.4011E+07,  0.0076,  1.6140,  1.5768
   3027636,1,  0.2866, 526,  8.7802,  0.0032,  0.9931, 0.5992E+06,  0.0101,  1.5325,  1.2861
   3029636,1,  0.1468,  56,  4.6374,  0.2423,  1.0000, 0.9483E+06,  0.0167,  1.6702,  1.0106
   3030056,1,  0.3185, 658, 12.4229,  0.0017,  1.0061, 0.1499E+07,  0.0063,  1.6241,  2.2137
   3045528,1,  0.1080, 558,  3.9271,  0.0100,  1.0308, 0.1157E+07,  0.0163,  1.6507,  1.2846
   3050041,1,  0.1930, 655,  4.9497,  0.0439,  0.9695, 0.3039E+06,  0.0144,  1.4713,  1.1175
   3050282,1,  0.3418, 303, 10.5724,  0.0019,  0.9472, 0.2787E+07,  0.0079,  1.6284,  3.9300
   3053484,1,  0.0224, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
   3054094,1,  0.6193, 345,  6.2923,  0.1992,  0.9754, 0.2005E+07,  0.0111,  1.6753,  4.4051
   3055412,1,  0.3196, 676,  3.2174,  0.0373,  0.9739, 0.3661E+07,  0.0312,  1.8396,  1.2277
   3073903,1,  0.1405, 643,  4.2064,  0.0958,  0.9834, 0.1369E+07,  0.0162,  1.5980,  1.0302
   3104464,1,  0.3599, 727,  2.3187,  0.6004,  0.9759, 0.4694E+06,  0.0492,  1.7437, 20.9966
   3113153,1,  0.4440, 263,  6.1420,  0.0375,  0.9092, 0.4896E+06,  0.0182,  1.5404,  3.2743
   3119414,1,  0.0057,  46,  2.9693,  0.0119,  0.9454, 0.1369E+06,  0.0415,  1.6312,  1.0644
   3126276,1,  0.6594, 176,  9.2897,  0.3263,  0.9810, 0.9378E+06,  0.0137,  1.6343,  1.1270
   3137701,1,  0.0281, 605,  5.7125,  0.0106,  0.9899, 0.2889E+06,  0.0208,  1.6044,  1.4062
   3155100,1,  0.2084, 208,  6.8306,  0.2506,  0.9664, 0.7457E+06,  0.0132,  1.5604,  1.1016
   3164342,1,  0.5458, 630,  3.2647,  0.1312,  1.0220, 0.3614E+06,  0.0261,  1.5792, 13.5327
   3166910,1,  0.7191,   5,  4.0887,  0.2700,  0.9408, 0.4086E+06,  0.0285,  1.5500,  1.0422
   3180906,1,  0.5239, 475,  7.1856,  0.0170,  0.9967, 0.1238E+06,  0.0143,  1.4985,  3.9845
   3185317,1,  0.1818, 575,  7.6419,  0.0022,  1.0443, 0.5948E+07,  0.0063,  1.8133,  3.6025
   3189662,1,  0.2965, 423,  3.5818,  0.0861,  0.9698, 0.1040E+07,  0.0307,  1.4722,  1.2303
   3204829,1,  0.0360, 105,  2.9257,  0.0564,  0.9399, 0.1230E+07,  0.0328,  1.6603,  1.1044
   3205671,1,  0.2268, 519,  4.7356,  0.0059,  1.0063, 0.8521E+06,  0.0213,  1.5921,  1.1285
   3210389,1,  0.1288, 405,  4.5102,  0.1501,  1.0124, 0.5315E+06,  0.0277,  1.7444,  1.0633
   3212837,1,  0.0232,  88,  4.7250,  0.0100,  0.9186, 0.1811E+06,  0.0229,  1.5283,  1.2335
   3217116,1,  0.3826, 584,  4.1979,  0.2836,  0.9690, 0.2197E+06,  0.0247,  1.5593,  1.0671
   3217336,1,  0.5362, 200,  4.7855,  0.0061,  0.9744, 0.4203E+07,  0.0139,  1.7897,  1.2022
   3224025,1,  0.0207, 396,  4.3153,  0.0307,  0.9216, 0.1156E+08,  0.0152,  1.7882,  1.5855
   3241941,1,  0.9707, 606,  2.3866,  0.1346,  0.9950, 0.1163E+07,  0.0397,  1.6807,  1.0857
   3250559,1,  0.0262, 611,  3.6363,  0.0336,  0.9852, 0.3277E+06,  0.0209,  1.4790, 10.2556
   3255468,1,  0.0895, 727,  2.3187,  0.6004,  0.9759, 0.4694E+06,  0.0492,  1.7437, 20.9966
   3257387,1,  0.2838, 269,  3.1216,  0.0461,  1.0139, 0.1061E+07,  0.0247,  1.5952,  1.1755
   3259895,1,  0.5593, 303, 10.5724,  0.0019,  0.9472, 0.2787E+07,  0.0079,  1.6284,  3.9300
   3290857,1,  0.0201, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
   3299245,1,  0.0282, 392, 11.1848,  0.0220,  0.9636, 0.5345E+06,  0.0057,  1.5703,  1.7198
   3301093,1,  0.9968, 590, 11.0267,  0.0767,  0.9847, 0.2096E+07,  0.0071,  1.6072,  1.2350
   3311656,1,  0.0332,  43, 11.2172,  0.3310,  0.9412, 0.4002E+06,  0.0108,  1.5400,  1.0288
   3323022,1,  0.4097, 177,  5.0674,  0.6985,  0.9891, 0.6441E+06,  0.0143,  1.5234,  1.1008
   3352537,1,  0.0724,  74,  4.8841,  0.4778,  0.9782, 0.4840E+06,  0.0194,  1.5274,  1.0758
   3363505,1,  0.0005,  96,  2.4254,  0.0777,  0.9645, 0.2881E+06,  0.0621,  1.6053,  1.1118
   3404400,1,  0.0596, 114,  2.1585,  0.1632,  0.9147, 0.5785E+06,  0.0811,  1.4581,  1.0799
   3415993,1,  0.8022, 631,  6.6649,  0.0830,  0.9234, 0.3300E+06,  0.0190,  1.5647,  1.2737
   3417275,1,  0.9987, 543,  2.7253,  0.1433,  0.9003, 0.2130E+07,  0.0390,  1.5845,  2.1758
   3428672,1,  0.0272, 367, 14.8414,  0.0080,  0.9696, 0.1141E+07,  0.0074,  1.7110,  1.0240
   3429546,1,  0.7057, 588,  3.7188,  0.0800,  0.9755, 0.2677E+06,  0.0325,  1.5382,  1.0270
   3439512,1,  0.1924, 520,  2.7863,  0.0180,  0.9071, 0.2329E+07,  0.0669,  1.4794,  1.0601
   3440890,1,  0.1299, 122,  2.8032,  0.0234,  0.9194, 0.5308E+06,  0.0314,  1.5334,  1.0172
   3460858,1,  0.5735, 698,  4.2542,  0.0147,  0.9899, 0.3478E+06,  0.0254,  1.5146,  1.0646
   3466617,1,  0.2364,  43, 11.2172,  0.3310,  0.9412, 0.4002E+06,  0.0108,  1.5400,  1.0288
   3470211,1,  0.0949, 557,  7.5467,  0.0060,  1.0599, 0.9161E+06,  0.0119,  1.7088,  1.0657
   3474174,1,  0.2286, 664,  7.4521,  0.0018,  0.9545, 0.2477E+07,  0.0085,  1.5726,  2.8146
   3475128,1,  0.5083, 600, 11.3451,  0.0031,  0.9491, 0.7074E+06,  0.0060,  1.4843,  1.0713
   3479530,1,  0.0539, 692,  4.4620,  0.0960,  1.1173, 0.2661E+07,  0.0115,  1.6156,  1.1425
   3497602,1,  0.0617,   5,  4.0887,  0.2700,  0.9408, 0.4086E+06,  0.0285,  1.5500,  1.0422
   3512628,1,  0.0308, 329,  5.0803,  1.3646,  0.9490, 0.1578E+07,  0.0136,  1.5160,  3.8816
   3521191,1,  0.0906,  67,  6.9925,  0.0872,  0.9247, 0.2178E+06,  0.0223,  1.5040,  1.1040
   3526530,1,  0.3995,  10,  5.5472,  0.0645,  0.9682, 0.5041E+06,  0.0146,  1.5899,  1.5091
   3553772,1,  0.1108, 576,  1.5518,  0.3472,  0.9169, 0.3791E+06,  0.1085,  1.6754,  1.7011
   3567208,1,  0.4069, 429,  5.8823,  0.3826,  0.9775, 0.2262E+06,  0.0230,  1.6010,  1.1520
   3573014,1,  0.2428, 340,  5.5171,  0.0358,  0.9315, 0.8141E+06,  0.0229,  1.6613,  1.0700
   3581949,1,  0.1318, 494,  4.4202,  0.4541,  0.9075, 0.3110E+07,  0.0166,  1.5929,  1.0482
   3618429,1,  0.2538, 601,  5.6530,  0.1067,  0.9847, 0.3825E+07,  0.0109,  1.6165,  2.8409
   3631230,1,  0.3676, 669,  3.0861,  0.1714,  0.9695, 0.1999E+08,  0.0211,  1.8879,  2.1477
   3636261,1,  0.0858,  40,  4.8898,  0.0196,  0.9173, 0.4649E+07,  0.0152,  1.7066,  3.3277
   3640537,1,  0.2657, 295,  4.5900,  0.0060,  1.0234, 0.3016E+07,  0.0145,  1.8010, 11.5960
   3641386,1,  0.3443, 471,  6.8362,  0.1429,  0.9620, 0.2549E+07,  0.0133,  1.8397,  1.9532
   3642650,1,  0.2564, 604,  4.6158,  0.2188,  0.9891, 0.9231E+06,  0.0152,  1.6804,  3.9512
   3648185,1,  0.2697, 448,  2.4159,  0.0288,  0.9252, 0.5838E+06,  0.0508,  1.7249,  1.4357
   3658495,1,  0.0772, 161,  4.9578,  0.0044,  0.9820, 0.4852E+07,  0.0124,  1.8207,  1.5648
   3665925,1,  0.4462, 143,  9.2322,  0.0048,  0.9381, 0.7655E+06,  0.0107,  1.5438,  1.1995
   3678596,1,  0.1745, 705,  3.1452,  0.6199,  1.0155, 0.7610E+06,  0.0321,  1.7219,  1.1183
   3679620,1,  0.0581, 472, 10.2328,  0.1282,  0.9258, 0.8358E+07,  0.0052,  1.6811,  2.2173
   3700048,1,  0.3635, 541,  2.8050,  0.6811,  0.9211, 0.8160E+06,  0.0397,  1.6350,  1.1091
   3701034,1,  0.0891, 518, 12.6841,  0.0100,  0.9171, 0.3536E+07,  0.0066,  1.6142,  1.0156
   3709631,1,  0.1725, 163,  7.6653,  0.0739,  0.9567, 0.5005E+06,  0.0144,  1.5306,  1.1497
   3711898,1,  0.1883, 294,  5.0889,  0.0118,  0.9918, 0.5210E+06,  0.0146,  1.5759,  1.1467
   3721437,1,  0.6323,  66,  3.0245,  0.4639,  0.9615, 0.4739E+06,  0.0302,  1.5671,  2.3637
   3723779,1,  0.2089, 731,  2.5272,  0.0470,  1.0611, 0.9105E+06,  0.0402,  1.8055,  1.0544
   3724368,1,  0.1754, 701,  4.1240,  0.0168,  0.9050, 0.1878E+07,  0.0193,  1.4825,  1.1029
   3731063,1,  0.5462, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
   3734971,1,  0.0057, 333,  3.6774,  0.0992,  0.9731, 0.4908E+06,  0.0270,  1.7528,  1.4120
   3735269,1,  0.1324, 686,  3.2586,  0.0475,  0.9385, 0.3187E+06,  0.0362,  1.5036,  1.0871
   3738738,1,  0.3133, 327,  5.7397,  0.4640,  1.0157, 0.8515E+06,  0.0097,  1.5054,  1.0341
   3753341,1,  0.4129, 123,  6.1663,  0.0895,  0.9933, 0.8531E+07,  0.0079,  1.6930,  2.8245
   3766576,1,  0.1015, 104,  3.2225,  0.4841,  0.9312, 0.9631E+06,  0.0346,  1.7499,  1.1800
   3805316,1,  0.4831, 248,  4.0094,  0.0244,  0.9052, 0.1245E+07,  0.0197,  1.5467,  1.0387
   3832910,1,  0.3559, 103,  5.7895,  0.3527,  1.0408, 0.4254E+07,  0.0147,  1.7523,  1.0289
   3837305,1,  0.7659, 519,  4.7356,  0.0059,  1.0063, 0.8521E+06,  0.0213,  1.5921,  1.1285
   3851144,1,  0.0495, 266,  6.5955,  0.0478,  0.9522, 0.1494E+07,  0.0110,  1.6411,  1.0768
   3855153,1,  0.4222, 467,  3.9729,  0.1952,  0.9697, 0.1456E+07,  0.0205,  1.6796,  1.3404
   3875405,1,  0.0549,  31,  5.5909,  0.0308,  0.9348, 0.8645E+06,  0.0132,  1.5941,  1.1191
   3884856,1,  0.1193, 701,  4.1240,  0.0168,  0.9050, 0.1878E+07,  0.0193,  1.4825,  1.1029
   3896646,1,  0.2171, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
   3897789,1,  0.2224,  89,  3.8189,  0.1032,  0.9748, 0.6740E+06,  0.0310,  1.7363,  1.0206
   3900792,1,  0.3489, 427,  4.6758,  0.1164,  0.9511, 0.1108E+07,  0.0206,  1.5985,  1.0884
   3918215,1,  0.0313, 162, 10.1651,  0.0204,  1.0029, 0.2018E+07,  0.0064,  1.5847,  1.1317
   3932145,1,  0.2830, 215,  6.0873,  0.0175,  0.9480, 0.2783E+07,  0.0102,  1.5768,  1.0436
   3946339,1,  0.2409, 365,  2.7826,  0.0172,  0.8761, 0.2814E+06,  0.0373,  1.5423,  1.1568
   3984023,1,  0.1204, 370,  3.7914,  0.0181,  0.8500, 0.4720E+06,  0.0262,  1.5295,  1.0216
   4012023,1,  0.5427, 423,  3.5818,  0.0861,  0.9698, 0.1040E+07,  0.0307,  1.4722,  1.2303
   4014212,1,  0.4059, 242,  4.2023,  0.0110,  0.9751, 0.2537E+06,  0.0418,  1.5341,  1.1402
   4014310,1,  0.4689, 727,  2.3187,  0.6004,  0.9759, 0.4694E+06,  0.0492,  1.7437, 20.9966
   4016783,1,  0.5767, 338,  6.9058,  0.0059,  1.0100, 0.5503E+06,  0.0133,  1.6119,  1.0463
   4025516,1,  0.0485, 367, 14.8414,  0.0080,  0.9696, 0.1141E+07,  0.0074,  1.7110,  1.0240
   4027325,1,  0.9361, 363, 12.5556,  0.0212,  0.9255, 0.5189E+06,  0.0109,  1.5378,  1.9030
   4027988,1,  0.4801, 342,  2.9855,  0.0075,  1.0101, 0.6379E+06,  0.0598,  1.7077,  1.0425
   4036868,1,  0.1020, 520,  2.7863,  0.0180,  0.9071, 0.2329E+07,  0.0669,  1.4794,  1.0601
   4046749,1,  0.1094, 285,  5.3462,  0.0130,  1.0060, 0.3352E+07,  0.0120,  1.7832,  1.6164
   4051067,1,  0.5496, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
   4082495,1,  0.0618, 281,  6.3148,  0.0031,  1.0193, 0.4157E+07,  0.0093,  1.7182,  1.0215
   4083748,1,  0.3297,  16,  3.2260,  0.0736,  0.9944, 0.1439E+07,  0.0256,  1.6686,  1.0935
   4088476,1,  0.6499, 103,  5.7895,  0.3527,  1.0408, 0.4254E+07,  0.0147,  1.7523,  1.0289
   4106692,1,  0.4773, 116,  3.7143,  0.0294,  0.9764, 0.2129E+07,  0.0260,  1.7134,  1.0565
   4116289,1,  0.0654, 245,  5.4176,  0.0043,  0.9848, 0.9782E+06,  0.0099,  1.6141,  1.5330
   4122063,1,  0.0137,  22,  4.8794,  0.0242,  0.9788, 0.3226E+07,  0.0171,  1.8387,  1.0137
   4128478,1,  0.0602, 156,  4.5061,  0.3521,  0.9560, 0.2398E+06,  0.0226,  1.4749,  1.9992
   4131241,1,  0.1381, 703,  4.9704,  0.0639,  1.0716, 0.1527E+07,  0.0085,  1.5524,  1.0823
   4143512,1,  0.6968, 699,  2.8287,  0.2310,  0.9835, 0.1878E+07,  0.0378,  1.9126,  1.3000
   4151338,1,  1.1523, 215,  6.0873,  0.0175,  0.9480, 0.2783E+07,  0.0102,  1.5768,  1.0436
   4160163,1,  0.1497, 693,  3.5674,  0.0156,  0.9627, 0.1053E+07,  0.0269,  1.6245,  1.5733
   4166932,1,  0.9178, 541,  2.8050,  0.6811,  0.9211, 0.8160E+06,  0.0397,  1.6350,  1.1091
   4174676,1,  0.1875, 435,  8.0776,  0.0301,  0.9326, 0.1636E+07,  0.0154,  1.5538,  1.3519
   4190006,1,  0.1911, 471,  6.8362,  0.1429,  0.9620, 0.2549E+07,  0.0133,  1.8397,  1.9532
   4193316,1,  0.0259, 571,  8.2660,  0.3695,  0.9972, 0.3459E+06,  0.0176,  1.6576,  2.0506
   4208314,1,  0.0055, 344,  4.3765,  0.0736,  0.9882, 0.1092E+07,  0.0165,  1.6289,  1.5514
   4209389,1,  0.5390,  73,  5.6807,  0.3061,  0.9703, 0.5711E+06,  0.0140,  1.6054,  1.0231
   4214543,1,  0.1089, 200,  4.7855,  0.0061,  0.9744, 0.4203E+07,  0.0139,  1.7897,  1.2022
   4216081,1,  0.5422, 116,  3.7143,  0.0294,  0.9764, 0.2129E+07,  0.0260,  1.7134,  1.0565
   4254015,1,  0.3198, 483,  2.7663,  0.0117,  1.0391, 0.6574E+06,  0.0397,  1.5666,  1.0215
   4257723,1,  0.0799, 479,  4.0308,  0.0700,  0.9916, 0.3866E+06,  0.0219,  1.5892,  1.0873
   4263937,1,  0.0118, 189,  3.6462,  0.3341,  0.9452, 0.3093E+07,  0.0180,  1.6296,  1.0323
   4265964,1,  0.0584, 630,  3.2647,  0.1312,  1.0220, 0.3614E+06,  0.0261,  1.5792, 13.5327
   4269821,1,  0.1634, 517,  9.0523,  0.4477,  0.9973, 0.5725E+06,  0.0086,  1.5151,  1.2624
   4305025,1,  0.1684, 340,  5.5171,  0.0358,  0.9315, 0.8141E+06,  0.0229,  1.6613,  1.0700
   4310363,1,  0.0290, 115,  3.8541,  0.6849,  0.9982, 0.5147E+07,  0.0149,  1.7167,  1.6869
   4321884,1,  0.3197, 370,  3.7914,  0.0181,  0.8500, 0.4720E+06,  0.0262,  1.5295,  1.0216
   4334623,1,  0.0350, 460,  1.8566,  0.0245,  0.9718, 0.1983E+06,  0.1281,  1.6255,  1.0190
   4336094,1,  0.4746, 643,  4.2064,  0.0958,  0.9834, 0.1369E+07,  0.0162,  1.5980,  1.0302
   4343208,1,  0.5537, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
   4348392,1,  0.2991, 220,  4.8428,  0.2193,  0.9569, 0.1013E+07,  0.0204,  1.6300,  1.2061
   4352257,1,  0.0830, 238,  5.5915,  0.0097,  0.8878, 0.3721E+07,  0.0137,  1.6046,  1.0225
   4353060,1,  0.0863, 533,  4.7605,  0.0261,  0.9219, 0.3279E+06,  0.0174,  1.5872,  1.2949
   4359819,1,  0.7842, 667,  6.8558,  0.0017,  1.0496, 0.2575E+07,  0.0094,  1.7153,  5.6279
   4360029,1,  0.3413, 223,  6.4501,  0.0024,  0.9606, 0.2266E+07,  0.0092,  1.6928,  1.0370
   4378486,1,  0.0222, 743,  2.7786,  0.9813,  0.8947, 0.8916E+06,  0.0460,  1.4960,  1.3339
   4463078,1,  0.3924, 319,  8.5780,  0.0011,  0.9998, 0.5523E+06,  0.0091,  1.5468,  1.0430
   4470962,1,  0.6785,  44,  1.8885,  0.0188,  1.0283, 0.2051E+06,  0.1226,  1.6913,  1.8219
   4475751,1,  0.4249,   9,  4.6059,  0.0622,  0.9896, 0.4907E+07,  0.0132,  1.9241,  1.0699
   4476045,1,  0.0667, 432,  2.1168,  0.1556,  0.8811, 0.1186E+07,  0.0657,  1.4753,  1.3315
   4477651,1,  0.1463, 631,  6.6649,  0.0830,  0.9234, 0.3300E+06,  0.0190,  1.5647,  1.2737
   4486897,1,  0.0936, 468,  6.8469,  0.0394,  1.0168, 0.2966E+07,  0.0090,  1.7832,  1.0295
   4501886,1,  0.1716, 515,  2.6111,  0.0144,  0.9475, 0.2261E+06,  0.0613,  1.5544,  1.0106
   4502571,1,  0.0724, 551,  7.8306,  1.2407,  0.9808, 0.1268E+06,  0.0117,  1.5318,  1.3611
   4503311,1,  0.0049,   8,  2.8746,  0.2733,  0.9381, 0.6160E+06,  0.0326,  1.6615,  1.1097
   4507008,1,  0.1530, 423,  3.5818,  0.0861,  0.9698, 0.1040E+07,  0.0307,  1.4722,  1.2303
   4511178,1,  0.0393, 224,  6.7256,  0.4777,  0.9964, 0.7430E+06,  0.0075,  1.4596,  1.1196
   4518600,1,  0.3706, 649,  6.4941,  0.1750,  0.9616, 0.1283E+06,  0.0112,  1.3898,  1.2439
   4519730,1,  0.3011,  85,  5.4463,  0.0205,  0.9479, 0.5405E+06,  0.0233,  1.6985,  1.3051
   4525938,1,  0.1474, 749,  6.4721,  0.6460,  1.0495, 0.5070E+06,  0.0083,  1.5328,  1.3934
   4560987,1,  0.0825, 520,  2.7863,  0.0180,  0.9071, 0.2329E+07,  0.0669,  1.4794,  1.0601
   4565592,1,  0.3073,  72,  4.8893,  0.3643,  0.9619, 0.8160E+07,  0.0108,  1.6534,  1.1203
   4576786,1,  0.1265, 388,  3.6423,  0.1522,  0.9570, 0.1573E+07,  0.0200,  1.6567,  1.0245
   4596368,1,  1.0897, 348,  3.7655,  0.1575,  0.8983, 0.7134E+06,  0.0357,  1.6911,  1.1534
   4602143,1,  0.0030, 654,  6.6887,  0.3140,  0.9717, 0.5637E+07,  0.0123,  1.6983,  1.4844
   4605184,1,  0.0914, 691,  8.2903,  0.0046,  0.9411, 0.3258E+07,  0.0090,  1.6510,  1.8114
   4608348,1,  0.3363,  89,  3.8189,  0.1032,  0.9748, 0.6740E+06,  0.0310,  1.7363,  1.0206
   4609056,1,  0.4977,  90,  2.6510,  0.3044,  1.0267, 0.6568E+07,  0.0357,  1.9509,  1.6473
   4620292,1,  0.1431, 220,  4.8428,  0.2193,  0.9569, 0.1013E+07,  0.0204,  1.6300,  1.2061
   4629842,1,  0.4167, 185,  5.0380,  0.3056,  0.9717, 0.7273E+06,  0.0232,  1.5553,  1.1444
   4638993,1,  0.0079, 207,  7.3265,  0.3815,  0.9710, 0.3035E+06,  0.0120,  1.5072,  1.0406
   4643027,1,  0.0112, 377,  3.8833,  0.0082,  0.9707, 0.1717E+07,  0.0322,  1.5502,  1.0946
   4667426,1,  0.2474, 335,  5.4784,  0.0182,  0.8888, 0.1015E+08,  0.0158,  1.6072,  1.0335
   4682220,1,  0.3384, 701,  4.1240,  0.0168,  0.9050, 0.1878E+07,  0.0193,  1.4825,  1.1029
   4686182,1,  0.2008, 407,  6.7549,  0.6839,  0.9726, 0.3204E+06,  0.0124,  1.4889,  1.2179
   4688453,1,  0.1566, 348,  3.7655,  0.1575,  0.8983, 0.7134E+06,  0.0357,  1.6911,  1.1534
