object_id,submodel,sim_av,Iax_INDEX,M_V,t_rise,dm15B,dm15R
    155456,1,   0, 446,-17.7230, 17.1440,  1.1010,  0.7190
    156072,1,   0, 399,-16.9820, 18.2800,  1.3830,  0.5480
    156868,1,   0, 451,-17.8130, 15.1220,  1.4840,  0.4940
    157345,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
    157746,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
    157764,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
    157773,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
    158034,1,   0, 864,-17.5400, 17.6130,  1.0050,  0.3500
    158386,1,   0, 299,-18.4140, 16.4030,  1.2000,  0.1040
    158826,1,   0,  81,-18.1310, 15.8400,  1.2970,  0.5930
    158985,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
    159032,1,   0, 949,-17.7870, 16.7170,  1.9050,  0.6420
    159319,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
    159490,1,   0, 455,-17.2010, 17.1730,  1.5060,  0.6070
    159826,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
    159883,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
    160414,1,   0, 234,-17.5380, 19.9990,  1.7420,  0.6630
    161577,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
    161755,1,   0, 270,-18.3490, 18.4950,  1.5330,  0.6590
    162316,1,   0, 722,-17.5130, 18.4740,  1.1840,  0.5650
    162628,1,   0, 697,-18.0380, 17.6380,  0.9590,  0.4910
    164307,1,   0, 494,-16.8880, 18.1520,  1.4290,  0.6240
    164328,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
    164922,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
    165374,1,   0,  24,-17.8270, 14.5560,  1.2550,  0.6040
    165686,1,   0, 673,-17.0070, 14.1950,  1.4140,  0.8980
    166517,1,   0, 402,-18.3520, 19.6150,  1.3370,  0.5220
    166675,1,   0, 891,-15.9250,  9.9810,  1.7170,  0.5650
    166914,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
    166918,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
    167239,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
    167264,1,   0, 487,-18.7560,  18,  1.3860,  0.6710
    167579,1,   0, 168,-18.2460, 14.3170,  1.5840,  0.5450
    167693,1,   0, 469,-16.1360, 11.4060,  1.9680,  0.7140
    168025,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
    168219,1,   0, 859,-17.1060, 16.8710,  1.6970,  0.7710
    168456,1,   0, 146,-17.7890, 20.0990,  1.1550,  0.6320
    168502,1,   0, 775,-18.4330, 18.8110,  1.3470,  0.5030
    168580,1,   0, 240,-16.6430, 14.5670,  1.6560,  0.7210
    168755,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
    169110,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
    169547,1,   0, 619,-17.7120, 15.1310,  1.4750,  0.7780
    169826,1,   0, 736,-16.8540, 13.9590,  1.4430,  0.7260
    170019,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
    170049,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
    170509,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
    170668,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
    170713,1,   0, 868,-15.9730, 13.4040,  1.5700,  0.5240
    170717,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
    171177,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    171258,1,   0, 463,-17.1910, 17.0680,  1.7100,  0.5610
    172069,1,   0, 583,-18.3710, 18.4410,  1.1590,  0.1080
    172653,1,   0, 604,-17.2030, 17.7770,  1.4670,  0.3360
    172668,1,   0, 611,-18.2490, 16.7730,  1.6510,  0.9160
    173468,1,   0, 717,-17.3120, 18.7610,  1.3050,  0.8410
    173517,1,   0, 864,-17.5400, 17.6130,  1.0050,  0.3500
    173911,1,   0, 975,-18.4000, 21.0080,  1.3740,  0.7110
    173955,1,   0, 262,-17.7270, 19.5380,  1.1240,  0.3490
    174227,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
    174258,1,   0, 437,-18.1380, 20.7240,  1.4080,  0.5640
    174426,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
    174660,1,   0, 514,-17.3470, 14.9480,  1.7950,  0.6120
    174990,1,   0, 281,-17.7440, 17.2910,  1.3540,  0.9540
    175145,1,   0, 545,-17.9480, 19.1900,  1.5260,  0.8020
    175166,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
    175320,1,   0,  34,-17.8990, 19.2560,  1.2410,  0.1430
    175409,1,   0, 684,-17.8510, 17.5510,  1.1480,  0.8420
    175785,1,   0, 960,-16.6620, 12.8050,  1.5420,  1.1170
    175805,1,   0, 611,-18.2490, 16.7730,  1.6510,  0.9160
    176751,1,   0, 556,-18.2940, 16.9530,  1.7120,  0.3470
    177095,1,   0, 273,-17.4720, 18.0050,  0.8660,  0.2520
    177469,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
    178203,1,   0, 893,-17.5300, 15.7020,  1.6560,  0.7010
    178573,1,   0, 585,-18.2960, 19.8500,  1.5600,  0.3700
    179273,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
    179303,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
    179468,1,   0, 262,-17.7270, 19.5380,  1.1240,  0.3490
    179672,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
    179781,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
    181293,1,   0, 724,-18.0980, 15.4710,  0.9800,  0.6050
    181397,1,   0, 449,-16.3280, 11.3790,  1.5590,  1.0090
    181757,1,   0,  80,-18.4760, 19.7850,  1.7230,  0.5260
    181970,1,   0, 604,-17.2030, 17.7770,  1.4670,  0.3360
    182166,1,   0, 471,-17.2400, 17.6300,  1.4840,  0.4560
    182204,1,   0, 267,-17.7000, 13.5890,  1.5800,  0.6840
    183029,1,   0, 664,-18.4730, 19.5490,  1.0590,  0.4530
    183331,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
    183333,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
    183390,1,   0,  83,-16.0190, 11.5030,  1.7240,  0.9480
    184218,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
    184659,1,   0, 563,-17.5920, 18.1060,  1.0660,  0.3140
    185493,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
    186421,1,   0, 947,-17.4350, 19.6960,  1.1690,  0.7600
    186892,1,   0, 900,-15.9960, 12.6760,  2.2130,  0.2850
    188348,1,   0, 539,-17.8120, 15.6330,  1.3600,  0.5240
    188609,1,   0,  83,-16.0190, 11.5030,  1.7240,  0.9480
    189057,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
    189087,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
    190026,1,   0, 931,-16.3780, 14.0120,  1.9980,  0.4440
    190489,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
    190701,1,   0, 884,-18.3330, 18.6270,  1.4350,  0.3700
    193675,1,   0,   9,-16.4730, 12.9260,  2.0260,  0.9550
    193741,1,   0, 606,-18.2720, 20.1190,  1.2500,  0.6120
    193755,1,   0, 699,-18.2410, 14.2490,  1.2650,  0.5860
    194694,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
    194723,1,   0, 247,-18.1570, 18.5470,  1.1690,  0.4900
    195393,1,   0, 206,-18.0660, 19.8560,  1.1750,  0.4120
    196037,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
    196069,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
    196240,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
    196759,1,   0, 562,-18.1130, 16.5430,  1.2400,  0.5590
    197141,1,   0, 769,-17.6870, 16.5700,  1.7750,  0.5950
    197727,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
    198049,1,   0, 556,-18.2940, 16.9530,  1.7120,  0.3470
    198229,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
    199781,1,   0, 719,-17.6460, 14.2780,  1.5990,  0.6080
    199790,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    199877,1,   0, 650,-16.8250, 15.6350,  1.5790,  0.4090
    199926,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
    199949,1,   0, 648,-18.4930, 22.4830,  1.3390,  0.7520
    200139,1,   0, 405,-18.0740, 16.1980,  0.9580,  0.2320
    200805,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
    200831,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    201576,1,   0, 118,-17.8240, 17.1220,  1.2500,  0.9090
    202287,1,   0, 447,-17.1700, 14.2820,  1.7190,  0.5690
    202968,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
    203000,1,   0, 625,-17.9950, 19.5180,  2.0850,  0.5770
    203101,1,   0, 414,-17.0220, 14.6850,  1.6480,  0.4080
    203198,1,   0, 407,-16.0020, 13.8830,  1.6490,  0.9600
    203398,1,   0, 556,-18.2940, 16.9530,  1.7120,  0.3470
    203977,1,   0, 341,-17.2580, 17.0280,  1.2770,  0.5970
    204383,1,   0, 958,-18.5910, 16.3640,  1.5320,  0.5490
    204512,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
    204520,1,   0, 325,-18.3770, 21.1310,  1.0090,  0.8190
    204682,1,   0, 523,-18.7620, 17.6090,  1.6520,  0.4380
    204734,1,   0,  77,-15.4170, 12.3580,  2.2190,  0.9280
    205462,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    205681,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
    205718,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
    205742,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
    205792,1,   0, 860,-16.3600, 13.2870,  1.3910,  0.6460
    206547,1,   0, 851,-17.0410, 13.3210,  1.7950,  0.7060
    206607,1,   0,  62,-17.0310, 14.5510,  1.2810,  0.3330
    207045,1,   0, 346,-17.4290, 16.4050,  1.1810,  0.7330
    207132,1,   0, 893,-17.5300, 15.7020,  1.6560,  0.7010
    207665,1,   0, 368,-14.7020, 11.9240,  2.1120,  0.7570
    207960,1,   0, 210,-17.6820, 17.4590,  1.4040,  0.2460
    208347,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
    208496,1,   0,  34,-17.8990, 19.2560,  1.2410,  0.1430
    209223,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    209297,1,   0, 827,-17.3290, 17.4870,  1.7960,  0.6620
    209368,1,   0, 235,-18.0580, 21.0710,  1.2550,  0.5500
    209796,1,   0, 615,-17.7940, 16.6650,  1.2160,  0.4640
    211331,1,   0, 625,-17.9950, 19.5180,  2.0850,  0.5770
    211379,1,   0, 989,-17.1600, 15.6990,  1.7680,  0.9610
    211954,1,   0, 482,-17.7280, 18.6420,  1.6970,  0.5820
    212047,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
    212416,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
    212893,1,   0, 137,-18.1830, 16.5020,  1.4670,  0.1940
    213236,1,   0, 742,-18.0890, 17.4970,  1.4580,  0.7060
    213374,1,   0, 240,-16.6430, 14.5670,  1.6560,  0.7210
    213664,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
    213768,1,   0,  86,-16.1750, 13.2700,  1.7990,  0.5420
    214246,1,   0, 497,-17.0300, 14.3880,  1.2460,  0.8150
    214413,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
    214909,1,   0, 545,-17.9480, 19.1900,  1.5260,  0.8020
    215724,1,   0, 622,-15.8390, 16.2590,  1.4590,  0.6390
    216502,1,   0,  76,-18.0380, 18.0080,  1.5590,  0.3630
    217433,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
    217491,1,   0, 787,-18.7350, 20.5630,  1.0220,  0.4600
    217817,1,   0, 539,-17.8120, 15.6330,  1.3600,  0.5240
    218496,1,   0, 758,-16.6200, 11.8470,  1.3290,  0.6630
    219464,1,   0, 464,-17.0380, 13.2420,  1.1400,  0.4770
    219705,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
    220194,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
    220482,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
    220724,1,   0, 455,-17.2010, 17.1730,  1.5060,  0.6070
    220904,1,   0, 645,-18.0730, 15.5160,  1.4790,  0.6920
    221142,1,   0,  18,-18.5080, 19.2990,  1.5630,  0.0750
    221354,1,   0, 958,-18.5910, 16.3640,  1.5320,  0.5490
    221704,1,   0,  80,-18.4760, 19.7850,  1.7230,  0.5260
    221825,1,   0, 583,-18.3710, 18.4410,  1.1590,  0.1080
    221862,1,   0,  35,-15.8400, 13.0910,  1.7000,  0.6070
    222479,1,   0, 413,-17.7560, 12.5870,  0.9010,  0.5250
    222641,1,   0, 663,-17.1650, 16.5630,  1.6810,  0.7180
    222966,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
    223140,1,   0, 106,-18.2660, 18.8010,  1.1830,  0.4680
    223905,1,   0, 917,-18.2060, 17.8520,  1.1730,  0.7920
    224836,1,   0, 872,-18.1780, 18.8550,  1.6410,  0.4440
    225775,1,   0, 858,-17.8870, 18.2440,  1.1850,  0.2920
    226181,1,   0, 621,-16.2700, 14.5920,  1.5190,  0.3810
    226635,1,   0, 415,-18.0770, 19.8390,  1.2960,  0.8140
    226847,1,   0, 594,-17.9070, 14.2300,  1.6250,  0.5070
    227693,1,   0, 105,-15.3610, 10.1360,  1.7490,  0.5590
    228188,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    228233,1,   0, 233,-18.0680, 18.4920,  1.7710,  0.5660
    228278,1,   0, 624,-18.6110, 21.2360,  1.0720,  0.8490
    229231,1,   0, 299,-18.4140, 16.4030,  1.2000,  0.1040
    229361,1,   0, 523,-18.7620, 17.6090,  1.6520,  0.4380
    229400,1,   0, 311,-18.1030, 18.6670,  1.8060,  0.8100
    229432,1,   0,  80,-18.4760, 19.7850,  1.7230,  0.5260
    229835,1,   0, 634,-17.9160, 15.7650,  0.9660,  0.3550
    230419,1,   0, 740,-18.1730, 20.2020,  1.0210,  0.6500
    231097,1,   0, 163,-17.0760, 12.2140,  1.4690,  0.3930
    231120,1,   0, 697,-18.0380, 17.6380,  0.9590,  0.4910
    231490,1,   0, 180,-18.0890, 14.7030,  1.4140,  0.6700
    231688,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
    231816,1,   0, 902,-16.8270, 14.2290,  1.7690,  0.5530
    232478,1,   0, 732,-18.3170, 19.2780,  1.2940,  0.1360
    233348,1,   0, 438,-17.3620, 14.2220,  1.2360,  0.8840
    233420,1,   0,  20,-16.4650, 18.6850,  1.9660,  0.6350
    233927,1,   0, 717,-17.3120, 18.7610,  1.3050,  0.8410
    233950,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
    234162,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
    234169,1,   0, 626,-17.3090, 15.0780,  1.1920,  0.4490
    234732,1,   0, 802,-18.4580, 18.4710,  1.1760,  0.3740
    235322,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
    235536,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
    236699,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
    237194,1,   0, 861,-18.5270, 20.1120,  1.1520,  0.1830
    237542,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
    238119,1,   0, 648,-18.4930, 22.4830,  1.3390,  0.7520
    238384,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
    238999,1,   0, 704,-17.9310, 16.5000,  1.5370,  0.3730
    239080,1,   0, 146,-17.7890, 20.0990,  1.1550,  0.6320
    239568,1,   0, 175,-17.9290, 17.8640,  1.3930,  0.1250
    239729,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
    239868,1,   0,  94,-16.9300, 12.6160,  1.6880,  0.6550
    239931,1,   0, 517,-18.3820, 20.7310,  1.3770,  0.4700
    240389,1,   0, 438,-17.3620, 14.2220,  1.2360,  0.8840
    240913,1,   0, 569,-16.1740, 11.9480,  2.0690,  0.4770
    241284,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
    241897,1,   0, 415,-18.0770, 19.8390,  1.2960,  0.8140
    242937,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
    243077,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
    243220,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
    244619,1,   0,  69,-17.4700, 19.3920,  1.2520,  0.4510
    244821,1,   0, 719,-17.6460, 14.2780,  1.5990,  0.6080
    245024,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
    245321,1,   0, 846,-16.1730, 14.2660,  1.6730,  0.5860
    245474,1,   0, 594,-17.9070, 14.2300,  1.6250,  0.5070
    245614,1,   0, 412,-14.8610, 15.0570,  1.7360,  0.8330
    245714,1,   0, 637,-18.0560, 17.2640,  1.7450,  0.7720
    246083,1,   0, 337,-15.7400, 11.7040,  1.9620,  0.7030
    246087,1,   0, 871,-16.8840, 13.8140,  1.9070,  0.8670
    246245,1,   0, 694,-17.7800, 17.9790,  1.4070,  0.3450
    246291,1,   0, 625,-17.9950, 19.5180,  2.0850,  0.5770
    246340,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
    246571,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
    247014,1,   0, 998,-17.6210, 18.5490,  1.6480,  0.9030
    247884,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
    248046,1,   0, 884,-18.3330, 18.6270,  1.4350,  0.3700
    248208,1,   0, 771,-18.2250, 16.7760,  1.4300,  0.7130
    248407,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
    248554,1,   0, 634,-17.9160, 15.7650,  0.9660,  0.3550
    248619,1,   0, 467,-16.4960,  9.8300,  1.4670,  0.4580
    249315,1,   0, 591,-16.7250, 13.7590,  1.1930,  0.6390
    249427,1,   0, 973,-18.3750, 18.3340,  1.2620,  0.5040
    249794,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
    250047,1,   0, 741,-17.0340, 18.6860,  1.9660,  0.5360
    250217,1,   0, 633,-17.2340, 15.5030,  0.9960,  0.3350
    250530,1,   0, 771,-18.2250, 16.7760,  1.4300,  0.7130
    251068,1,   0, 470,-17.5880, 17.4180,  1.2960,  0.1280
    251144,1,   0, 235,-18.0580, 21.0710,  1.2550,  0.5500
    251157,1,   0, 987,-18.0950, 17.1140,  1.4640,  0.4930
    251927,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
    251940,1,   0, 415,-18.0770, 19.8390,  1.2960,  0.8140
    252096,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
    252305,1,   0, 954,-17.4240, 15.5620,  1.5670,  0.6270
    252369,1,   0, 706,-17.4750, 14.9910,  1.9260,  0.1540
    252396,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
    253596,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
    253888,1,   0, 203,-16.9890, 15.7880,  1.5520,  1.1250
    254048,1,   0, 299,-18.4140, 16.4030,  1.2000,  0.1040
    254229,1,   0, 958,-18.5910, 16.3640,  1.5320,  0.5490
    254441,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
    254643,1,   0, 308,-18.0840, 20.7240,  1.5050,  0.5600
    254717,1,   0, 978,-17.7860, 18.9320,  1.1060,  0.7010
    255107,1,   0, 374,-15.6790, 11.7860,  1.2640,  0.8270
    255673,1,   0, 203,-16.9890, 15.7880,  1.5520,  1.1250
    255746,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
    255894,1,   0, 803,-18.4980, 17.9080,  1.4460,  0.6080
    256163,1,   0, 434,-17.5350, 21.7670,  1.5960,  0.2940
    257275,1,   0, 663,-17.1650, 16.5630,  1.6810,  0.7180
    258289,1,   0, 685,-17.3190, 16.8370,  1.6450,  0.7240
    258805,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
    258863,1,   0, 962,-18.5040, 19.7900,  1.2160,  0.6380
    258961,1,   0, 914,-14.5190, 10.5020,  1.7910,  0.8150
    259471,1,   0, 937,-17.2220, 15.0410,  1.6370,  0.8760
    260087,1,   0,   0,-17.6910,  15,  1.6170,  0.1180
    260306,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
    260498,1,   0, 151,-18.0110, 22.1630,  1.4000,  0.9320
    260831,1,   0, 696,-18.3740, 21.3610,  1.4410,  0.5270
    260837,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
    261769,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
    262099,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
    263811,1,   0, 686,-15.9030, 13.7500,  1.7520,  0.5920
    264261,1,   0, 689,-17.9560, 18.8950,  1.5570,  0.5180
    266485,1,   0, 958,-18.5910, 16.3640,  1.5320,  0.5490
    266523,1,   0, 767,-14.9540, 14.2010,  2.3200,  0.9230
    266665,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
    266967,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
    267593,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
    268325,1,   0, 546,-18.0050, 18.7280,  1.1270,  0.6180
    268605,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
    268883,1,   0, 497,-17.0300, 14.3880,  1.2460,  0.8150
    268998,1,   0, 818,-16.8950, 10.3770,  1.6040,  0.9230
    269024,1,   0, 405,-18.0740, 16.1980,  0.9580,  0.2320
    270612,1,   0, 768,-17.0460, 16.8230,  1.2440,  0.4670
    270764,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
    271687,1,   0, 998,-17.6210, 18.5490,  1.6480,  0.9030
    271726,1,   0, 987,-18.0950, 17.1140,  1.4640,  0.4930
    271972,1,   0,  55,-17.7810, 16.8370,  1.5490,  0.4030
    272064,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
    272899,1,   0, 247,-18.1570, 18.5470,  1.1690,  0.4900
    273458,1,   0, 199,-17.8660, 17.8500,  0.7680,  0.4330
    273526,1,   0, 655,-16.0860,  8.8980,  1.8320,  0.7510
    274532,1,   0, 689,-17.9560, 18.8950,  1.5570,  0.5180
    275174,1,   0, 111,-18.4060, 14.4890,  1.6750,  0.3810
    275182,1,   0, 779,-17.6680, 19.1940,  0.8320,  0.3330
    275218,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
    275604,1,   0, 204,-16.7000, 13.1260,  1.0730,  0.8810
    275663,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
    275764,1,   0, 116,-16.6170, 15.0440,  1.0330,  0.4630
    275989,1,   0, 426,-17.8450, 16.2670,  1.6310,  0.7750
    276178,1,   0, 626,-17.3090, 15.0780,  1.1920,  0.4490
    276248,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
    277693,1,   0,  69,-17.4700, 19.3920,  1.2520,  0.4510
    277758,1,   0, 270,-18.3490, 18.4950,  1.5330,  0.6590
    279430,1,   0, 470,-17.5880, 17.4180,  1.2960,  0.1280
    279540,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
    280150,1,   0, 776,-17.6570, 15.2250,  1.5350,  0.4940
    280241,1,   0, 431,-18.2680, 22.7890,  1.4240,  0.3810
    281580,1,   0, 600,-17.4050, 15.8060,  1.2960,  0.7560
    281632,1,   0, 468,-16.7330, 11.7070,  1.6430,  0.8370
    282042,1,   0, 619,-17.7120, 15.1310,  1.4750,  0.7780
    282662,1,   0, 253,-16.7500, 14.6990,  1.5140,  0.6780
    282968,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
    283225,1,   0, 611,-18.2490, 16.7730,  1.6510,  0.9160
    283262,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
    283323,1,   0, 517,-18.3820, 20.7310,  1.3770,  0.4700
    283427,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
    283676,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
    283727,1,   0, 705,-17.2150, 18.9120,  1.1260,  0.8730
    284080,1,   0, 852,-17.9130, 18.8400,  1.2360,  1.0480
    285568,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
    285912,1,   0, 829,-17.5360, 16.8320,  1.5580,  0.8090
    286401,1,   0, 855,-14.5710, 12.2140,  2.0680,  1.0210
    286505,1,   0,  51,-16.8640, 12.3580,  1.7330,  0.8850
    286826,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
    287163,1,   0, 690,-18.4750, 19.7270,  1.3080,  0.1040
    287169,1,   0, 639,-18.7040, 19.4420,  1.1430,  0.8760
    287797,1,   0, 324,-17.1680, 19.8410,  1.5640,  0.1120
    288025,1,   0, 962,-18.5040, 19.7900,  1.2160,  0.6380
    288552,1,   0, 861,-18.5270, 20.1120,  1.1520,  0.1830
    288667,1,   0, 333,-17.8810, 18.1790,  1.3460,  0.7080
    289116,1,   0, 717,-17.3120, 18.7610,  1.3050,  0.8410
    289445,1,   0,  62,-17.0310, 14.5510,  1.2810,  0.3330
    289854,1,   0, 610,-18.3350, 21.8960,  1.5820,  0.9210
    290322,1,   0, 959,-17.9060, 19.2680,  1.3340,  0.4470
    290456,1,   0, 662,-14.9250, 11.2120,  1.9210,  1.2770
    290499,1,   0, 503,-17.7470, 19.3840,  1.6140,  0.4450
    290559,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
    290564,1,   0, 446,-17.7230, 17.1440,  1.1010,  0.7190
    290820,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
    290853,1,   0, 213,-16.8160, 14.3380,  1.7170,  0.7210
    290958,1,   0, 961,-17.8370, 18.9310,  1.1250,  0.1770
    291516,1,   0, 757,-15.5930, 11.7970,  1.8230,  0.8630
    291517,1,   0, 370,-16.8080, 15.6140,  1.8660,  0.4560
    291897,1,   0, 949,-17.7870, 16.7170,  1.9050,  0.6420
    292074,1,   0, 273,-17.4720, 18.0050,  0.8660,  0.2520
    292631,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
    292660,1,   0, 381,-17.1440, 16.7380,  1.8020,  0.9340
    292904,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
    293243,1,   0, 741,-17.0340, 18.6860,  1.9660,  0.5360
    293317,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
    293366,1,   0, 555,-18.2980, 18.4220,  1.2310,  0.8280
